Subject variable/alias used,Line start,Line end,Filename
Subject,385,385,/Users/stefanosathanasoulias/thesis-projects-container/projects/cyclejs-master/http/test/browser/common.ts
Subject,398,398,/Users/stefanosathanasoulias/thesis-projects-container/projects/cyclejs-master/http/test/browser/common.ts
Subject,411,411,/Users/stefanosathanasoulias/thesis-projects-container/projects/cyclejs-master/http/test/browser/common.ts
Subject,441,441,/Users/stefanosathanasoulias/thesis-projects-container/projects/cyclejs-master/http/test/browser/common.ts
Subject,523,523,/Users/stefanosathanasoulias/thesis-projects-container/projects/cyclejs-master/http/test/browser/common.ts
