Subject variable/alias used,Line start,Line end,Filename
Subject,81,81,/Users/stefanosathanasoulias/thesis-projects-container/projects/rxjs-hooks-master/src/__test__/use-observable.spec.tsx
Subject,48,48,/Users/stefanosathanasoulias/thesis-projects-container/projects/rxjs-hooks-master/src/use-event-callback.ts
