Observable variable/alias used,Times Used,Line start,Line end,Filename
GeoFirePoint,1,94,94,/Users/stefanosathanasoulias/thesis-projects-container/projects/geofirex-master/src/collection.ts
Observable,1,200,200,/Users/stefanosathanasoulias/thesis-projects-container/projects/geofirex-master/src/collection.ts
Observable,1,200,200,/Users/stefanosathanasoulias/thesis-projects-container/projects/geofirex-master/src/collection.ts
