Observable variable/alias used,Times Used,Line start,Line end,Filename
Subject,1,9,9,/Users/stefanosathanasoulias/thesis-projects-container/projects/angular-8-alert-notifications-master/src/app/_alert/alert.service.ts
Alert,1,19,19,/Users/stefanosathanasoulias/thesis-projects-container/projects/angular-8-alert-notifications-master/src/app/_alert/alert.service.ts
Alert,1,23,23,/Users/stefanosathanasoulias/thesis-projects-container/projects/angular-8-alert-notifications-master/src/app/_alert/alert.service.ts
Alert,1,27,27,/Users/stefanosathanasoulias/thesis-projects-container/projects/angular-8-alert-notifications-master/src/app/_alert/alert.service.ts
Alert,1,31,31,/Users/stefanosathanasoulias/thesis-projects-container/projects/angular-8-alert-notifications-master/src/app/_alert/alert.service.ts
Alert,1,42,42,/Users/stefanosathanasoulias/thesis-projects-container/projects/angular-8-alert-notifications-master/src/app/_alert/alert.service.ts
