Alias or name used,Line start,Line end,Filename,Nested Operators,Pipe is nested to,Initializing Pipeline
Pipe as argument,23,23,ngx-restangular-http.ts,"[""filter"",""map"",""map"",""catchError""]",Nested in object or function,Random function
Pipe as argument,267,267,ngx-restangular.ts,"[""filter""]",Nested in object or function,Random function
