Alias or name used,Line start,Line end,Filename,Nested Operators,Pipe is nested to,Initializing Pipeline
Pipe as argument,293,293,effects.spec.tsx,"[""filter""]",Nested in object or function,
Pipe as argument,180,180,shared.ts,[],Nested in object or function,
