Subject variable/alias used,Line start,Line end,Filename
Subject,4,4,/Users/stefanosathanasoulias/thesis-projects-container/projects/set_r1/rxstate-master/src/createAction.js
Subject,9,9,/Users/stefanosathanasoulias/thesis-projects-container/projects/set_r1/rxstate-master/src/createStore.js
