Subject variable/alias used,Line start,Line end,Filename
Subject,65,65,/Users/stefanosathanasoulias/thesis-projects-container/projects/rxmq.js-master/src/channel.js
Subject,120,120,/Users/stefanosathanasoulias/thesis-projects-container/projects/rxmq.js-master/src/channel.js
