Alias or name used,Line start,Line end,Filename,Nested Operators,Pipe is nested to,Initializing Pipeline
Pipe as argument,45,45,channel.js,"[""publishReplay"",""refCount""]",Nested in object or function,Random function
Pipe as argument,90,90,channel.js,"[""filter"",""mergeAll""]",Nested in object or function,Random function
